Roadway.Name,From,To,id,ZIP CODE,int1,int2,zip1,zip2
1 AVE,EAST 99 ST,EAST 97 ST,1,,1+AVE+%26+EAST+99+ST,1+AVE+%26+EAST+97+ST,10029,10029
1 AVE,EAST 120 ST,EAST 124 ST,2,,1+AVE+%26+EAST+120+ST,1+AVE+%26+EAST+124+ST,10035,10035
1 AVENUE,EAST 12 STREET,EAST 13 STREET,3,,1+AVENUE+%26+EAST+12+STREET,1+AVENUE+%26+EAST+13+STREET,10009,10009
1 AVENUE,EAST 26 STREET,EAST 27 STREET,4,,1+AVENUE+%26+EAST+26+STREET,1+AVENUE+%26+EAST+27+STREET,10016,10016
1 AVENUE,EAST 60 STREET,EAST 61 STREET,5,,1+AVENUE+%26+EAST+60+STREET,1+AVENUE+%26+EAST+61+STREET,10022,10065
1 AVENUE,EAST 73 STREET,EAST 74 STREET,6,,1+AVENUE+%26+EAST+73+STREET,1+AVENUE+%26+EAST+74+STREET,10021,10021
1 AVENUE,EAST 11 STREET,EAST 12 STREET,7,,1+AVENUE+%26+EAST+11+STREET,1+AVENUE+%26+EAST+12+STREET,10009,10009
1 AVENUE,DEAD END,DEAD END,8,,1+AVENUE+%26+DEAD+END,1+AVENUE+%26+DEAD+END,OCTYPE,OCTYPE
1 AVENUE,EAST 120 STREET,PALADINO AVENUE,9,,1+AVENUE+%26+EAST+120+STREET,1+AVENUE+%26+PALADINO+AVENUE,10035,10035
1 AVENUE,EAST 27 STREET,EAST 28 STREET,10,,1+AVENUE+%26+EAST+27+STREET,1+AVENUE+%26+EAST+28+STREET,10016,10016
1 AVENUE,EAST 97 STREET,EAST 99 STREET,11,,1+AVENUE+%26+EAST+97+STREET,1+AVENUE+%26+EAST+99+STREET,10029,10029
1 AVENUE,59 STREET,EAST 60 STREET,12,,1+AVENUE+%26+59+STREET,1+AVENUE+%26+EAST+60+STREET,10022,10022
1 AVENUE,E 120TH ST,E 124TH ST,13,,1+AVENUE+%26+E+120TH+ST,1+AVENUE+%26+E+124TH+ST,10035,10035
10 AVENUE,WEST 27 STREET,WEST 28 STREET,14,,10+AVENUE+%26+WEST+27+STREET,10+AVENUE+%26+WEST+28+STREET,10001,10001
10 AVENUE,WEST 45 STREET,WEST 46 STREET,15,,10+AVENUE+%26+WEST+45+STREET,10+AVENUE+%26+WEST+46+STREET,10036,10036
10 AVENUE,67 STREET,68 STREET,16,,10+AVENUE+%26+67+STREET,10+AVENUE+%26+68+STREET,11219,11219
10 AVENUE,WEST 46 STREET,WEST 47 STREET,17,,10+AVENUE+%26+WEST+46+STREET,10+AVENUE+%26+WEST+47+STREET,10036,10036
10 AVENUE,WEST 27 DRIVE,WEST 28TH STREET,18,,10+AVENUE+%26+WEST+27+DRIVE,10+AVENUE+%26+WEST+28TH+STREET,10001,10001
10 AVENUE,WEST 27 DRIVE,WEST 28 STREET,19,,10+AVENUE+%26+WEST+27+DRIVE,10+AVENUE+%26+WEST+28+STREET,10001,10001
101 AVE,146 STREET,WALTHAM STREET,20,,101+AVE+%26+146+STREET,101+AVE+%26+WALTHAM+STREET,11435,11435
101 AVENUE,BRISBIN STREET,ALLENDALE STREET,21,,101+AVENUE+%26+BRISBIN+STREET,101+AVENUE+%26+ALLENDALE+STREET,11435,11435
101 AVENUE,107 STREET,107 STREET,22,,101+AVENUE+%26+107+STREET,101+AVENUE+%26+107+STREET,11416,11416
101 AVENUE,107 STREET,108 STREET,23,,101+AVENUE+%26+107+STREET,101+AVENUE+%26+108+STREET,11416,11419
101 AVENUE,CRESSKILL PLACE,BRISBIN STREET,24,,101+AVENUE+%26+CRESSKILL+PLACE,101+AVENUE+%26+BRISBIN+STREET,11435,11435
101 AVENUE,WALTHAM STREET,146TH STREET,25,,101+AVENUE+%26+WALTHAM+STREET,101+AVENUE+%26+146TH+STREET,11435,11435
103 STREET,NORTHERN BOULEVARD,34 AVENUE,26,,103+STREET+%26+NORTHERN+BOULEVARD,103+STREET+%26+34+AVENUE,11369,11368
103RD STREET,NORTHERN BOULEVARD,34TH AVENUE,27,,103RD+STREET+%26+NORTHERN+BOULEVARD,103RD+STREET+%26+34TH+AVENUE,11369,11368
108 STREET,62 DRIVE,63 AVENUE,28,,108+STREET+%26+62+DRIVE,108+STREET+%26+63+AVENUE,11375,11375
108 STREET,62 AVENUE,APEX PLACE,29,,108+STREET+%26+62+AVENUE,108+STREET+%26+APEX+PLACE,11375,11375
108 STREET,NORTHERN BOULEVARD,34 AVENUE,30,,108+STREET+%26+NORTHERN+BOULEVARD,108+STREET+%26+34+AVENUE,11368,11368
108 STREET,62ND AVENUE,APEX PLACE,31,,108+STREET+%26+62ND+AVENUE,108+STREET+%26+APEX+PLACE,11375,11375
108TH STREET,NORTHERN BOULEVARD,34THAVENUE,32,,108TH+STREET+%26+NORTHERN+BOULEVARD,108TH+STREET+%26+34THAVENUE,11368,OCTYPE
108TH STREET,NORTHERN BOULEVARD,34TH AVENUE,33,,108TH+STREET+%26+NORTHERN+BOULEVARD,108TH+STREET+%26+34TH+AVENUE,11368,11368
10TH AVENUE,WEST 45TH STREET,WEST 46TH STREET,34,,10TH+AVENUE+%26+WEST+45TH+STREET,10TH+AVENUE+%26+WEST+46TH+STREET,10036,10036
11 AVENUE,WEST 27 STREET,WEST 28 STREET,35,,11+AVENUE+%26+WEST+27+STREET,11+AVENUE+%26+WEST+28+STREET,10001,10001
11 AVENUE,WEST 43 STREET,WEST 44 STREET,36,,11+AVENUE+%26+WEST+43+STREET,11+AVENUE+%26+WEST+44+STREET,10036,10036
11 AVENUE,WEST 45 STREET,WEST 46 STREET,37,,11+AVENUE+%26+WEST+45+STREET,11+AVENUE+%26+WEST+46+STREET,10036,10036
11 AVENUE,WEST 28 STREET,WEST 29 STREET,38,,11+AVENUE+%26+WEST+28+STREET,11+AVENUE+%26+WEST+29+STREET,10001,10001
11 AVENUE,WEST 44 STREET,WEST 45 STREET,39,,11+AVENUE+%26+WEST+44+STREET,11+AVENUE+%26+WEST+45+STREET,10036,10036
11 AVENUE,WEST 44TH STREET,WEST 45TH STREET,40,,11+AVENUE+%26+WEST+44TH+STREET,11+AVENUE+%26+WEST+45TH+STREET,10036,10036
11 STREET,47 AVENUE,47 ROAD,41,,11+STREET+%26+47+AVENUE,11+STREET+%26+47+ROAD,11101,11101
110 AVENUE,155 STREET,156 STREET,42,,110+AVENUE+%26+155+STREET,110+AVENUE+%26+156+STREET,11433,11433
111 AVE,142 STREET,143 STREET,43,,111+AVE+%26+142+STREET,111+AVE+%26+143+STREET,11435,11435
111 AVENUE,140 STREET,141 STREET,44,,111+AVENUE+%26+140+STREET,111+AVENUE+%26+141+STREET,11435,11435
111 AVENUE,141 STREET,140 STREET,45,,111+AVENUE+%26+141+STREET,111+AVENUE+%26+140+STREET,11435,11435
114 STREET,ASTORIA BOULEVARD,NORTHERN BOULEVARD,46,,114+STREET+%26+ASTORIA+BOULEVARD,114+STREET+%26+NORTHERN+BOULEVARD,11369,11369
114 STREET,GRAND CENTRAL ENTRANCE,36 AVENUE,47,,114+STREET+%26+GRAND+CENTRAL+ENTRANCE,114+STREET+%26+36+AVENUE,OCTYPE,OCTYPE
115 AVENUE,217 STREET,218 STREET,48,,115+AVENUE+%26+217+STREET,115+AVENUE+%26+218+STREET,11411,11411
115 ROAD,205 STREET,FRANCIS LEWIS BLVD,49,,115+ROAD+%26+205+STREET,115+ROAD+%26+FRANCIS+LEWIS+BLVD,11412,11411
11TH AVENUE,WEST 27TH STREET,WEST 28TH STREET,50,,11TH+AVENUE+%26+WEST+27TH+STREET,11TH+AVENUE+%26+WEST+28TH+STREET,10001,10001
11TH AVENUE,WEST 44TH STREET,WEST 45TH STREET,51,,11TH+AVENUE+%26+WEST+44TH+STREET,11TH+AVENUE+%26+WEST+45TH+STREET,10036,10036
11TH ST,47TH AVE,47TH RD,52,,11TH+ST+%26+47TH+AVE,11TH+ST+%26+47TH+RD,11101,11101
11TH STREET,47TH AVENUE,47TH ROAD,53,,11TH+STREET+%26+47TH+AVENUE,11TH+STREET+%26+47TH+ROAD,11101,11101
12 AVENUE,WEST 44 STREET,WEST 45 STREET,54,,12+AVENUE+%26+WEST+44+STREET,12+AVENUE+%26+WEST+45+STREET,10036,10036
12 AVENUE,WEST 59 STREET,WEST 62 STREET,55,,12+AVENUE+%26+WEST+59+STREET,12+AVENUE+%26+WEST+62+STREET,10069,11219
120 AVENUE,191 STREET,192 STREET,56,,120+AVENUE+%26+191+STREET,120+AVENUE+%26+192+STREET,11412,11412
120 AVENUE,191TH STREET,192TH STREET,57,,120+AVENUE+%26+191TH+STREET,120+AVENUE+%26+192TH+STREET,OCTYPE,OCTYPE
126 STREET,37 AVENUE,38 AVENUE,58,,126+STREET+%26+37+AVENUE,126+STREET+%26+38+AVENUE,OCTYPE,OCTYPE
126TH ST,37TH AVE,38TH AVE,59,,126TH+ST+%26+37TH+AVE,126TH+ST+%26+38TH+AVE,OCTYPE,OCTYPE
13 AVENUE,72 STREET,73 STREET,60,,13+AVENUE+%26+72+STREET,13+AVENUE+%26+73+STREET,11228,11228
13 AVENUE,71 STREET,72 STREET,61,,13+AVENUE+%26+71+STREET,13+AVENUE+%26+72+STREET,11228,11228
130 PL,30TH PL,BERGEN RD,62,,130+PL+%26+30TH+PL,130+PL+%26+BERGEN+RD,OCTYPE,11430
134 STREET,ST. ANNS PLACE,BRUCKNER BOULEVARD,63,,134+STREET+%26+ST.+ANNS+PLACE,134+STREET+%26+BRUCKNER+BOULEVARD,10454,10454
13TH AVENUE,71ST STREET,72ND STREET,64,,13TH+AVENUE+%26+71ST+STREET,13TH+AVENUE+%26+72ND+STREET,11228,11228
14 AVENUE,72 STREET,73 STREET,65,,14+AVENUE+%26+72+STREET,14+AVENUE+%26+73+STREET,11228,11228
14 AVENUE,71 STREET,72 STREET,66,,14+AVENUE+%26+71+STREET,14+AVENUE+%26+72+STREET,11228,11228
141 STREET,UNION TURNPIKE,UNION TURNPIKE,67,,141+STREET+%26+UNION+TURNPIKE,141+STREET+%26+UNION+TURNPIKE,11367,11367
147 AVENUE,182 STREET,182 STREET,68,,147+AVENUE+%26+182+STREET,147+AVENUE+%26+182+STREET,11413,11413
14TH AVENUE,71ST STREET,72ND STREET,69,,14TH+AVENUE+%26+71ST+STREET,14TH+AVENUE+%26+72ND+STREET,11228,11228
150 STREET,84 ROAD,84 DRIVE,70,,150+STREET+%26+84+ROAD,150+STREET+%26+84+DRIVE,11432,11435
150 STREET,84 DRIVE,84 ROAD,71,,150+STREET+%26+84+DRIVE,150+STREET+%26+84+ROAD,11435,11432
150TH ST,148TH ST,CENTER CARGO RD,72,,150TH+ST+%26+148TH+ST,150TH+ST+%26+CENTER+CARGO+RD,11433,OCTYPE
164 STREET,67 AVENUE,69 AVENUE,73,,164+STREET+%26+67+AVENUE,164+STREET+%26+69+AVENUE,11365,11365
164 STREET,84 AVENUE,84 ROAD,74,,164+STREET+%26+84+AVENUE,164+STREET+%26+84+ROAD,11432,11432
164 STREET,67 AVE,69 AVE,75,,164+STREET+%26+67+AVE,164+STREET+%26+69+AVE,11365,11365
164 STREET,CHAPIN PARKWAY,84 AVENUE,76,,164+STREET+%26+CHAPIN+PARKWAY,164+STREET+%26+84+AVENUE,11432,11432
164 STREET,67 AVENUE,65 AVENUE,77,,164+STREET+%26+67+AVENUE,164+STREET+%26+65+AVENUE,11365,11365
164 STREET,65 AVENUE,67 AVENUE,78,,164+STREET+%26+65+AVENUE,164+STREET+%26+67+AVENUE,11365,11365
164TH STREET,65TH AVENUE,67TH AVENUE,79,,164TH+STREET+%26+65TH+AVENUE,164TH+STREET+%26+67TH+AVENUE,11365,11365
167 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,80,,167+STREET+%26+AUDUBON+AVENUE,167+STREET+%26+ST+NICHOLAS+AVENUE,10032,10032
169 STREET,GRANT AVENUE,SHERIDAN AVENUE,81,,169+STREET+%26+GRANT+AVENUE,169+STREET+%26+SHERIDAN+AVENUE,10456,10456
18 AVENUE,72 STREET,73 STREET,82,,18+AVENUE+%26+72+STREET,18+AVENUE+%26+73+STREET,11204,11204
18 AVENUE,71 STREET,72 STREET,83,,18+AVENUE+%26+71+STREET,18+AVENUE+%26+72+STREET,11204,11204
188 STREET,HENLEY ROAD,87 ROAD,84,,188+STREET+%26+HENLEY+ROAD,188+STREET+%26+87+ROAD,11423,11432
188 STREET,64 AVENUE,HORACE HARDING EXPRESSWAY SR,85,,188+STREET+%26+64+AVENUE,188+STREET+%26+HORACE+HARDING+EXPRESSWAY+SR,OCTYPE,OCTYPE
188 STREET,HORACE HARDING EXPRESSWAY SR,64 AVENUE,86,,188+STREET+%26+HORACE+HARDING+EXPRESSWAY+SR,188+STREET+%26+64+AVENUE,OCTYPE,OCTYPE
188 STREET,RIO DRIVE,HENLEY ROAD,87,,188+STREET+%26+RIO+DRIVE,188+STREET+%26+HENLEY+ROAD,11432,11423
188 STREET,HORACE HARDING EXPRESSWAY,64 AVENUE,88,,188+STREET+%26+HORACE+HARDING+EXPRESSWAY,188+STREET+%26+64+AVENUE,11365,OCTYPE
188TH STREET,HORACE HARDING EXPRESSWAY SR S,64TH AVENUE,89,,188TH+STREET+%26+HORACE+HARDING+EXPRESSWAY+SR+S,188TH+STREET+%26+64TH+AVENUE,OCTYPE,OCTYPE
1ST AVENUE,EAST 47 STREET,EAST 48 STREET,90,,1ST+AVENUE+%26+EAST+47+STREET,1ST+AVENUE+%26+EAST+48+STREET,10017,10017
1ST AVENUE,EAST 60TH STREET,EAST 61ST STREET,91,,1ST+AVENUE+%26+EAST+60TH+STREET,1ST+AVENUE+%26+EAST+61ST+STREET,10022,10065
1ST AVENUE,EAST 11TH STREET,EAST 12TH STREET,92,,1ST+AVENUE+%26+EAST+11TH+STREET,1ST+AVENUE+%26+EAST+12TH+STREET,10009,10009
1ST AVENUE,EAST 26TH STREET,EAST 27TH STREET,93,,1ST+AVENUE+%26+EAST+26TH+STREET,1ST+AVENUE+%26+EAST+27TH+STREET,10016,10016
2 AVE,EAST 99 ST,EAST 100 ST,94,,2+AVE+%26+EAST+99+ST,2+AVE+%26+EAST+100+ST,10029,10029
2 AVE,EAST 124 ST,EAST 123 ST,95,,2+AVE+%26+EAST+124+ST,2+AVE+%26+EAST+123+ST,10035,10035
2 AVENUE,EAST 12 STREET,EAST 13 STREET,96,,2+AVENUE+%26+EAST+12+STREET,2+AVENUE+%26+EAST+13+STREET,10003,10003
2 AVENUE,EAST 27 STREET,EAST 28 STREET,97,,2+AVENUE+%26+EAST+27+STREET,2+AVENUE+%26+EAST+28+STREET,10016,10016
2 AVENUE,EAST 46 STREET,EAST 47 STREET,98,,2+AVENUE+%26+EAST+46+STREET,2+AVENUE+%26+EAST+47+STREET,10017,10017
2 AVENUE,EAST 73 STREET,EAST 74 STREET,99,,2+AVENUE+%26+EAST+73+STREET,2+AVENUE+%26+EAST+74+STREET,10021,10021
2 AVENUE,EAST 59 STREET,EAST 60 STREET,100,,2+AVENUE+%26+EAST+59+STREET,2+AVENUE+%26+EAST+60+STREET,10022,10022
2 AVENUE,EAST 74 STREET,EAST 75 STREET,101,,2+AVENUE+%26+EAST+74+STREET,2+AVENUE+%26+EAST+75+STREET,10021,10021
2 AVENUE,EAST 99 STREET,EAST 100 STREET,102,,2+AVENUE+%26+EAST+99+STREET,2+AVENUE+%26+EAST+100+STREET,10029,10029
2 AVENUE,DEAD END,EAST 123 STREET,103,,2+AVENUE+%26+DEAD+END,2+AVENUE+%26+EAST+123+STREET,OCTYPE,10035
2 AVENUE MAIN ROAD,EAST 122 STREET,EAST 123 STREET,104,,2+AVENUE+MAIN+ROAD+%26+EAST+122+STREET,2+AVENUE+MAIN+ROAD+%26+EAST+123+STREET,10035,10035
2 AVENUE SERVICE RD,DEAD END,EAST 123 STREET,105,,2+AVENUE+SERVICE+RD+%26+DEAD+END,2+AVENUE+SERVICE+RD+%26+EAST+123+STREET,OCTYPE,OCTYPE
2 AVENUE SERVICE ROAD,EAST 122 STREET,EAST 123 STREET,106,,2+AVENUE+SERVICE+ROAD+%26+EAST+122+STREET,2+AVENUE+SERVICE+ROAD+%26+EAST+123+STREET,OCTYPE,OCTYPE
200 STREET,36 AVENUE,FRANCIS LEWIS BOULEVARD,107,,200+STREET+%26+36+AVENUE,200+STREET+%26+FRANCIS+LEWIS+BOULEVARD,11358,11358
204 STREET,GRAND CONCOURSE,VALENTINE AVENUE,108,,204+STREET+%26+GRAND+CONCOURSE,204+STREET+%26+VALENTINE+AVENUE,10468,10458
21 ST,DEAD END,35 AVE,109,,21+ST+%26+DEAD+END,21+ST+%26+35+AVE,OCTYPE,11106
21 ST,45 ROAD,46 AVE,110,,21+ST+%26+45+ROAD,21+ST+%26+46+AVE,11101,11101
21 STREET,45 ROAD,46 AVENUE,111,,21+STREET+%26+45+ROAD,21+STREET+%26+46+AVENUE,11101,11101
21 STREET,34 AVENUE,35 AVENUE,112,,21+STREET+%26+34+AVENUE,21+STREET+%26+35+AVENUE,11106,11106
21 STREET,46 AVENUE,45 ROAD,113,,21+STREET+%26+46+AVENUE,21+STREET+%26+45+ROAD,11101,11101
212 STREET,WHITEHALL TERRACE,HILLSIDE AVENUE,114,,212+STREET+%26+WHITEHALL+TERRACE,212+STREET+%26+HILLSIDE+AVENUE,11427,11427
225 ST,114 RD,DEAD END,115,,225+ST+%26+114+RD,225+ST+%26+DEAD+END,11411,OCTYPE
225 STREET,114 AVENUE,114 ROAD,116,,225+STREET+%26+114+AVENUE,225+STREET+%26+114+ROAD,11411,11411
225 STREET,114 ROAD,115 AVENUE,117,,225+STREET+%26+114+ROAD,225+STREET+%26+115+AVENUE,11411,11411
23 AVENUE,83 STREET,85 STREET,118,,23+AVENUE+%26+83+STREET,23+AVENUE+%26+85+STREET,11214,11214
23RD AVENUE,83TH STREET,85TH STREET,119,,23RD+AVENUE+%26+83TH+STREET,23RD+AVENUE+%26+85TH+STREET,OCTYPE,11214
23RD AVENUE,83RD STREET,85TH STREET,120,,23RD+AVENUE+%26+83RD+STREET,23RD+AVENUE+%26+85TH+STREET,11214,11214
26 AVE,200 STREET,202 STREET,121,,26+AVE+%26+200+STREET,26+AVE+%26+202+STREET,11360,11360
26 AVENUE,201 STREET,202 STREET,122,,26+AVENUE+%26+201+STREET,26+AVENUE+%26+202+STREET,11360,11360
2ND AVENUE,EAST 12TH STREET,EAST 13TH STREET,123,,2ND+AVENUE+%26+EAST+12TH+STREET,2ND+AVENUE+%26+EAST+13TH+STREET,10003,10003
2ND AVENUE,EAST 73RD STREET,EAST 74TH STREET,124,,2ND+AVENUE+%26+EAST+73RD+STREET,2ND+AVENUE+%26+EAST+74TH+STREET,10021,10021
3 AVE,BUTLER ST,DOUGLAS ST,125,,3+AVE+%26+BUTLER+ST,3+AVE+%26+DOUGLAS+ST,11217,11217
3 AVE,PACIFIC ST,DEAN ST,126,,3+AVE+%26+PACIFIC+ST,3+AVE+%26+DEAN+ST,11217,11217
3 AVE,EAST 99 ST,EAST 100 ST,127,,3+AVE+%26+EAST+99+ST,3+AVE+%26+EAST+100+ST,10029,10029
3 AVE,EAST 123 ST,EAST 124 ST,128,,3+AVE+%26+EAST+123+ST,3+AVE+%26+EAST+124+ST,10035,10035
3 AVENUE,30 STREET,31 STREET,129,,3+AVENUE+%26+30+STREET,3+AVENUE+%26+31+STREET,11232,10016
3 AVENUE,EAST 172 STREET,EAST 173 STREET,130,,3+AVENUE+%26+EAST+172+STREET,3+AVENUE+%26+EAST+173+STREET,10457,10457
3 AVENUE,EAST 189 STREET,PARK AVENUE,131,,3+AVENUE+%26+EAST+189+STREET,3+AVENUE+%26+PARK+AVENUE,10458,10016
3 AVENUE,EAST 155 STREET,EAST 156 STREET,132,,3+AVENUE+%26+EAST+155+STREET,3+AVENUE+%26+EAST+156+STREET,10455,10451
3 AVENUE,29 STREET,28 STREET,133,,3+AVENUE+%26+29+STREET,3+AVENUE+%26+28+STREET,11232,10016
3 AVENUE,28 STREET,29 STREET,134,,3+AVENUE+%26+28+STREET,3+AVENUE+%26+29+STREET,10016,11232
3 AVENUE,BALTIC STREET,BUTLER STREET,135,,3+AVENUE+%26+BALTIC+STREET,3+AVENUE+%26+BUTLER+STREET,11217,11217
3 AVENUE,DEAN STREET,PACIFIC STREET,136,,3+AVENUE+%26+DEAN+STREET,3+AVENUE+%26+PACIFIC+STREET,11217,11217
3 AVENUE,EAST 12 STREET,EAST 13 STREET,137,,3+AVENUE+%26+EAST+12+STREET,3+AVENUE+%26+EAST+13+STREET,10003,10003
3 AVENUE,EAST 27 STREET,EAST 28 STREET,138,,3+AVENUE+%26+EAST+27+STREET,3+AVENUE+%26+EAST+28+STREET,10016,10016
3 AVENUE,EAST 46 STREET,EAST 47 STREET,139,,3+AVENUE+%26+EAST+46+STREET,3+AVENUE+%26+EAST+47+STREET,10017,10017
3 AVENUE,EAST 59 STREET,EAST 60 STREET,140,,3+AVENUE+%26+EAST+59+STREET,3+AVENUE+%26+EAST+60+STREET,10022,10022
3 AVENUE,EAST 73 STREET,EAST 74 STREET,141,,3+AVENUE+%26+EAST+73+STREET,3+AVENUE+%26+EAST+74+STREET,10021,10021
3 AVENUE,EAST 154 STREET,EAST 155 STREET,142,,3+AVENUE+%26+EAST+154+STREET,3+AVENUE+%26+EAST+155+STREET,10455,10455
3 AVENUE,EAST 155 STREET,EAST 154 STREET,143,,3+AVENUE+%26+EAST+155+STREET,3+AVENUE+%26+EAST+154+STREET,10455,10455
3 AVENUE,SENATOR STREET,68 STREET,144,,3+AVENUE+%26+SENATOR+STREET,3+AVENUE+%26+68+STREET,11220,11220
3 AVENUE,26 STREET,27 STREET,145,,3+AVENUE+%26+26+STREET,3+AVENUE+%26+27+STREET,10016,10016
3 AVENUE,25 STREET,26 STREET,146,,3+AVENUE+%26+25+STREET,3+AVENUE+%26+26+STREET,11232,10016
3 AVENUE,EAST 156 STREET,EAST 155 STREET,147,,3+AVENUE+%26+EAST+156+STREET,3+AVENUE+%26+EAST+155+STREET,10451,10455
3 AVENUE,PACIFIC STREET,DEAN STREET,148,,3+AVENUE+%26+PACIFIC+STREET,3+AVENUE+%26+DEAN+STREET,11217,11217
3 AVENUE,29 STREET,30 STREET,149,,3+AVENUE+%26+29+STREET,3+AVENUE+%26+30+STREET,11232,11232
3 AVENUE,EAST 123 STREET,EAST 124 STREET,150,,3+AVENUE+%26+EAST+123+STREET,3+AVENUE+%26+EAST+124+STREET,10035,10035
3 AVENUE,EAST 99 STREET,EAST 100 STREET,151,,3+AVENUE+%26+EAST+99+STREET,3+AVENUE+%26+EAST+100+STREET,10029,10029
3 AVENUE,EAST 60 STREET,61 STREET,152,,3+AVENUE+%26+EAST+60+STREET,3+AVENUE+%26+61+STREET,10022,11220
3 AVENUE,ASTORIA LINE,EAST 61 STREET,153,,3+AVENUE+%26+ASTORIA+LINE,3+AVENUE+%26+EAST+61+STREET,OCTYPE,10065
3 AVENUE,BUTLER STREET,DOUGLASS STREET,154,,3+AVENUE+%26+BUTLER+STREET,3+AVENUE+%26+DOUGLASS+STREET,11217,11217
3 AVENUE,PACIFIC STREET,DEAD STREET,155,,3+AVENUE+%26+PACIFIC+STREET,3+AVENUE+%26+DEAD+STREET,11217,OCTYPE
3 STREET,SMITH STREET,HOYT STREET,156,,3+STREET+%26+SMITH+STREET,3+STREET+%26+HOYT+STREET,OCTYPE,OCTYPE
31 AVENUE,87 STREET,88 STREET,157,,31+AVENUE+%26+87+STREET,31+AVENUE+%26+88+STREET,11369,11369
31 AVENUE,88 STREET,ALLEY,158,,31+AVENUE+%26+88+STREET,31+AVENUE+%26+ALLEY,11369,"""item"
31 AVENUE,131 STREET,WHITESTONE EXPRESSWAY,159,,31+AVENUE+%26+131+STREET,31+AVENUE+%26+WHITESTONE+EXPRESSWAY,OCTYPE,11354
31 ST,35 AVE,36 AVE,160,,31+ST+%26+35+AVE,31+ST+%26+36+AVE,11106,11106
31 STREET,34 AVENUE,35 AVENUE,161,,31+STREET+%26+34+AVENUE,31+STREET+%26+35+AVENUE,11106,11106
31 STREET,35 AVENUE,34 AVENUE,162,,31+STREET+%26+35+AVENUE,31+STREET+%26+34+AVENUE,11106,11106
31 STREET,35 AVENUE,36 AVENUE,163,,31+STREET+%26+35+AVENUE,31+STREET+%26+36+AVENUE,11106,11106
31ST AVENUE,87TH STREET,88TH STREET,164,,31ST+AVENUE+%26+87TH+STREET,31ST+AVENUE+%26+88TH+STREET,11369,11369
31ST STREET,34TH AVENUE,35TH AVENUE,165,,31ST+STREET+%26+34TH+AVENUE,31ST+STREET+%26+35TH+AVENUE,11106,11106
32 AVE,86 ST,ALLEY,166,,32+AVE+%26+86+ST,32+AVE+%26+ALLEY,11369,"""item"
32 AVENUE,88 STREET,89 STREET,167,,32+AVENUE+%26+88+STREET,32+AVENUE+%26+89+STREET,11369,11369
32 AVENUE,86 STREET,87 STREET,168,,32+AVENUE+%26+86+STREET,32+AVENUE+%26+87+STREET,11369,11369
32ND AVE,85TH ST,86TH ST,169,,32ND+AVE+%26+85TH+ST,32ND+AVE+%26+86TH+ST,11369,11369
34 AVENUE,91 STREET,92 STREET,170,,34+AVENUE+%26+91+STREET,34+AVENUE+%26+92+STREET,11372,11372
34 AVENUE,92 STREET,93 STREET,171,,34+AVENUE+%26+92+STREET,34+AVENUE+%26+93+STREET,11372,11372
34 AVENUE,113  STREET,114 STREET,172,,34+AVENUE+%26+113++STREET,34+AVENUE+%26+114+STREET,11368,11368
34TH AVE,92ND ST,93RD ST,173,,34TH+AVE+%26+92ND+ST,34TH+AVE+%26+93RD+ST,11372,11372
34TH AVENUE,92ND STREET,93RD STREET,174,,34TH+AVENUE+%26+92ND+STREET,34TH+AVENUE+%26+93RD+STREET,11372,11372
34TH ST,91ST ST,92ND ST,175,,34TH+ST+%26+91ST+ST,34TH+ST+%26+92ND+ST,OCTYPE,OCTYPE
35 AVE,200 STREET,CROCHERON AVE,176,,35+AVE+%26+200+STREET,35+AVE+%26+CROCHERON+AVE,11358,11358
35 AVENUE,203 STREET,204 STREET,177,,35+AVENUE+%26+203+STREET,35+AVENUE+%26+204+STREET,11361,11361
35 AVENUE,203 STREET,202 STREET,178,,35+AVENUE+%26+203+STREET,35+AVENUE+%26+202+STREET,11361,11361
35 AVENUE,FRANCIS LEWIS BOULEVARD,200 STREET,179,,35+AVENUE+%26+FRANCIS+LEWIS+BOULEVARD,35+AVENUE+%26+200+STREET,11358,11358
35TH AVENUE,202ND STREET,203RD STREET,180,,35TH+AVENUE+%26+202ND+STREET,35TH+AVENUE+%26+203RD+STREET,11361,11361
37 AVENUE,PARSONS BOULEVARD,147 STREET,181,,37+AVENUE+%26+PARSONS+BOULEVARD,37+AVENUE+%26+147+STREET,11354,11354
37 STREET,12 AVENUE,13 AVENUE,182,,37+STREET+%26+12+AVENUE,37+STREET+%26+13+AVENUE,11218,11218
39 AVENUE,51 STREET,52 STREET,183,,39+AVENUE+%26+51+STREET,39+AVENUE+%26+52+STREET,11104,11377
39 AVENUE,50 STREET,51 STREET,184,,39+AVENUE+%26+50+STREET,39+AVENUE+%26+51+STREET,11104,11104
39 AVENUE,CLEARVIEW EXPRESSWAY SR WEST,CLEARVIEW EXPRESSWAY,185,,39+AVENUE+%26+CLEARVIEW+EXPRESSWAY+SR+WEST,39+AVENUE+%26+CLEARVIEW+EXPRESSWAY,OCTYPE,OCTYPE
39 STREET,12 AVENUE,13 AVENUE,186,,39+STREET+%26+12+AVENUE,39+STREET+%26+13+AVENUE,11218,11218
39 STREET,SKILLMAN AVENUE,NORTHERN BOULEVARD,187,,39+STREET+%26+SKILLMAN+AVENUE,39+STREET+%26+NORTHERN+BOULEVARD,11101,11101
